genes,symbol,average_foldchange,UCS,THYM,BRCA,LGG,THCA,UVM,LIHC,KIRP,PCPG,BLCA,CESC,SARC,GBM,HNSC,ACC,UCEC,PAAD,COAD,Description,Protein Functions (ChatGPT),Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000128524.5,ATP6V1F,1.075503366,1.86974443,1.387085677,1.264197176,1.163993474,1.110129137,1.462321212,1.491013522,0.760648916,1.4246028,1.169831546,0.899411569,1.188053487,1.457183156,0.523499771,0.900112853,0.548616038,0.318890663,0.419725168,ATPase H+ transporting V1 subunit F,"ATP6V1F is a gene that encodes a component of vacuolar ATPase (V-ATPase), an enzyme that acidifies intracellular organelles in eukaryotic cells. This acidification is necessary for various intracellular processes, including protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain contains the ATP catalytic site and is made up of three A and three B subunits, two G subunits, and the C, D, E, F, and H subunits. The V0 domain consists of five different subunits. ATP6V1F encodes the V1 domain F subunit protein. Multiple genes or alternatively spliced transcript variants encode additional isoforms of many of the V1 and V0 subunit proteins.","There is limited information available on the disease implications of ATP6V1F mutations. However, mutations in other subunits of V-ATPase have been associated with various diseases, including osteopetrosis, renal tubular acidosis, and cancer. Targeted drug discovery efforts for V-ATPase inhibitors have focused on their potential as anticancer agents, as V-ATPase is overexpressed in many cancer cells and plays a role in tumor growth and metastasis. Bafilomycin A1 and concanamycin A are examples of V-ATPase inhibitors that have been studied in preclinical and clinical trials for their anticancer activity. However, their clinical use has been limited due to their toxicity and lack of specificity. More recently, small molecule inhibitors targeting specific subunits of V-ATPase, such as the C subunit, have shown promise as potential anticancer agents with improved specificity and reduced toxicity.",GO:0061795 Golgi lumen acidification;GO:0048388 endosomal lumen acidification;GO:0097401 synaptic vesicle lumen acidification,,Transporters:Primary Active Transporters; Predicted intracellular proteins,,,,(M5941)HALLMARK UV RESPONSE UP; (M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000162910.19,MRPL55,1.076125663,1.781933908,1.770779791,1.746141562,1.529570819,1.513119845,1.191829426,1.060776494,1.274608093,1.482623516,0.913992504,1.228492333,0.27046542,0.365352639,0.700369528,0.390054704,0.683742302,0.867652819,0.598756236,mitochondrial ribosomal protein L55,"The human gene MRPL55 encodes a protein called mitochondrial ribosomal protein L55, which is a component of the large 39S subunit of mitochondrial ribosomes. Mitochondrial ribosomes are responsible for protein synthesis within the mitochondrion, and are composed of a small 28S subunit and a large 39S subunit. Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes, and differ greatly in sequence and biochemical properties among different species. Multiple transcript variants encoding two different isoforms of MRPL55 have been identified through sequence analysis.","There is limited information available on the disease implications of MRPL55. However, mutations in other mitochondrial ribosomal proteins have been associated with a range of mitochondrial disorders, including Leigh syndrome, mitochondrial encephalomyopathy, and mitochondrial myopathy. Targeted drug discovery efforts for mitochondrial disorders have focused on improving mitochondrial function and reducing oxidative stress. Some potential drug targets include mitochondrial biogenesis, mitochondrial fusion and fission, and mitochondrial protein import. There are currently no drugs on the market specifically targeting MRPL55 or mitochondrial ribosomal proteins. However, some drugs used to treat mitochondrial disorders, such as coenzyme Q10 and idebenone, work by improving mitochondrial function and reducing oxidative stress.",GO:0032543 mitochondrial translation;GO:0140053 mitochondrial gene expression;GO:0006412 translation,,Ribosomal proteins; Predicted intracellular proteins,,,,
ENSG00000142541.18,RPL13A,1.079584914,1.845790822,1.659319559,1.585205163,1.685149747,1.185866422,0.379975961,0.945066705,0.792174206,0.893720725,0.866553665,0.948014038,1.394475669,1.132208588,0.950486547,1.451897703,0.720902978,0.994354475,0.001365472,ribosomal protein L13a,"RPL13A is a gene that encodes a ribosomal protein, specifically a member of the L13P family, which is a component of the 60S subunit of ribosomes. Ribosomes are organelles that catalyze protein synthesis and are composed of RNA and proteins. In addition to its role in protein synthesis, RPL13A also plays a role in the repression of inflammatory genes as a component of the IFN-gamma-activated inhibitor of translation (GAIT) complex. The gene is co-transcribed with small nucleolar RNA genes and has multiple processed pseudogenes dispersed throughout the genome. Alternative splicing of the gene results in multiple isoforms.","RPL13A has been implicated in various diseases, including cancer, neurodegenerative disorders, and viral infections. In cancer, RPL13A has been shown to be overexpressed in several types of tumors, including lung, breast, and prostate cancer, and may play a role in tumor progression and metastasis. Targeted drug discovery efforts have focused on developing inhibitors of RPL13A as a potential therapeutic strategy for cancer. However, there are currently no drugs on the market that specifically target RPL13A. Some drugs that indirectly affect RPL13A expression or function, such as mTOR inhibitors and proteasome inhibitors, have been approved for the treatment of certain cancers. Further research is needed to fully understand the role of RPL13A in disease and to develop targeted therapies.",GO:1901193 regulation of formation of translation preinitiation complex;GO:1901194 negative regulation of formation of translation preinitiation complex;GO:1904689 negative regulation of cytoplasmic translational initiation,,Ribosomal proteins; Predicted intracellular proteins,Cytosol;Nucleoli (Approved),(S)-3-phenyllactic acid; Anisomycin; Puromycin,(M5493)WNT SIGNALING,
ENSG00000283041.1,AC008038.1,1.079933986,3.067032614,1.482083705,1.454877847,1.308714109,0.87014736,1.327168301,0.663438451,0.946028514,0.880104129,0.630334855,0.72971017,1.210940554,0.7904552,0.880460056,1.461781201,0.715554625,0.293675564,0.726304502,eukaryotic translation elongation factor 1 gamma pseudogene,,,,,,,,,
ENSG00000169738.8,DCXR,1.081966973,0.794971351,1.954033077,2.072160856,1.449464213,1.477785362,1.231058927,0.563260733,1.160591975,1.406014578,0.637553262,1.242664109,0.807977874,0.593443456,1.521895836,0.136961137,1.027673513,0.744290751,0.653604511,dicarbonyl and L-xylulose reductase,"DCXR is a gene that encodes a protein that acts as a homotetramer to catalyze diacetyl reductase and L-xylulose reductase reactions. This protein may play a role in the uronate cycle of glucose metabolism and in the cellular osmoregulation in the proximal renal tubules. Defects in this gene are a cause of pentosuria, a rare genetic disorder characterized by the presence of excessive amounts of the sugar xylitol in the urine. Two transcript variants encoding different isoforms have been found for this gene.","Pentosuria is a rare genetic disorder caused by mutations in the DCXR gene. This condition is characterized by the presence of excessive amounts of the sugar xylitol in the urine, which can lead to gastrointestinal symptoms such as diarrhea and abdominal pain. However, pentosuria is generally considered a benign condition and does not require treatment. 

As far as targeted drug discovery efforts, there is currently no specific drug targeting DCXR for the treatment of pentosuria. However, there has been some research into the use of enzyme replacement therapy to treat other genetic disorders caused by enzyme deficiencies. 

There are currently no drugs on the market specifically targeting DCXR or pentosuria. However, there are several drugs on the market that target other genetic disorders caused by enzyme deficiencies, such as enzyme replacement therapies for lysosomal storage disorders like Gaucher disease and Fabry disease. These drugs work by replacing the missing or deficient enzyme in the body, which can help alleviate symptoms and improve quality of life for affected individuals.",GO:0005997 xylulose metabolic process;GO:0042732 D-xylose metabolic process;GO:0006064 glucuronate catabolic process,,Human disease related genes:Congenital disorders of metabolism:Congenital disorders of lipid/glycolipid metabolism; Predicted intracellular proteins; ENZYME proteins:Oxidoreductases; Potential drug targets; Disease related genes; Enzymes,Microtubules (Approved),Dihydrogenphosphate; Nicotinamide adenine dinucleotide phosphate,,(M5907)HALLMARK ESTROGEN RESPONSE LATE; (M5934)HALLMARK XENOBIOTIC METABOLISM; (M5939)HALLMARK P53 PATHWAY
ENSG00000180992.7,MRPL14,1.082441681,1.303340709,1.812832739,1.590800131,1.476082037,1.028191803,0.80510563,1.071288173,1.488102772,1.079303515,1.280125075,1.10015284,0.886831064,0.995749806,0.896214957,0.787101985,0.996919318,0.585435076,0.300372626,mitochondrial ribosomal protein L14,"The human gene MRPL14 encodes a protein that is a component of the 39S subunit of the mitochondrial ribosome. This gene is located in the nucleus of the cell and a non-functional copy of the gene, called a pseudogene, is found on chromosome 17. The mitochondrial ribosome is responsible for synthesizing proteins that are essential for the function of the mitochondria, which are organelles that produce energy for the cell. Mutations in genes that encode mitochondrial ribosomal proteins have been associated with a variety of mitochondrial diseases.","Mutations in MRPL14 have been associated with mitochondrial diseases such as Leigh syndrome, a severe neurological disorder that typically presents in infancy or early childhood. Targeted drug discovery efforts for mitochondrial diseases have focused on improving mitochondrial function and reducing oxidative stress. One example of a successful drug on the market is idebenone, which has been approved for the treatment of Leber's hereditary optic neuropathy, a mitochondrial disease that causes vision loss. Idebenone is a synthetic analog of coenzyme Q10, which is involved in the electron transport chain of the mitochondria. Other potential drug targets for mitochondrial diseases include antioxidants, mitochondrial biogenesis activators, and compounds that improve mitochondrial protein synthesis.",GO:0032543 mitochondrial translation;GO:0140053 mitochondrial gene expression;GO:0006412 translation,,Ribosomal proteins; Predicted intracellular proteins,Mitochondria (Supported),,,
ENSG00000131469.15,RPL27,1.085987733,2.167317274,1.623705154,1.416975868,1.478858472,1.054611716,0.057193978,1.267604444,1.164118893,0.869402124,1.321226133,0.783443775,0.795972416,1.564626133,0.849754196,0.978225942,0.685918455,1.062809951,0.406014263,ribosomal protein L27,"RPL27 is a gene that encodes a ribosomal protein L27, which is a component of the 60S subunit of ribosomes. Ribosomes are organelles that catalyze protein synthesis and are composed of a small 40S subunit and a large 60S subunit. Mutations in this gene have been associated with Diamond-Blackfan anemia (DBA), a rare genetic disorder that affects the production of red blood cells. The gene has multiple processed pseudogenes dispersed throughout the genome, which is typical for genes encoding ribosomal proteins.","Diamond-Blackfan anemia (DBA) is a rare genetic disorder characterized by a failure of the bone marrow to produce red blood cells, leading to anemia. Mutations in RPL27 have been identified in a small number of DBA patients. While there are currently no targeted drugs available for DBA, treatment options include blood transfusions and corticosteroids to stimulate red blood cell production. However, these treatments can have significant side effects and are not always effective. Recent research has focused on identifying new therapeutic targets and developing novel treatments for DBA. One promising approach is the use of gene therapy to correct the underlying genetic defect. Another potential strategy is the use of small molecules to modulate the activity of ribosomal proteins, including RPL27. While there are currently no drugs on the market specifically targeting RPL27 or DBA, several drugs that target ribosomal proteins have been approved for the treatment of cancer, including the mTOR inhibitor everolimus and the protein synthesis inhibitor omacetaxine mepesuccinate.",GO:1904044 response to aldosterone;GO:0051385 response to mineralocorticoid;GO:0002181 cytoplasmic translation,,Predicted intracellular proteins; Ribosomal proteins; Human disease related genes:Other congenital disorders:Ribosomopathies; Disease related genes; Human disease related genes:Cardiovascular diseases:Hematologic diseases; Cancer-related genes:Candidate cancer biomarkers,Nucleoli (Enhanced); Additional: Nucleoplasm,,,
ENSG00000167515.10,TRAPPC2L,1.088558643,1.702944804,1.640809933,1.422260969,1.245225707,1.338823784,0.260090223,1.262070529,1.376331354,1.18196545,0.945907504,0.962423393,0.954910753,0.804452867,1.188669527,1.222175699,0.815903478,0.597238121,0.671851471,trafficking protein particle complex subunit 2L,"TRAPPC2L is a gene that encodes a protein that interacts with the TRAPP complex, which is involved in vesicle-mediated transport of proteins and lipids. This protein is related to the X-linked trafficking protein particle complex 2 and has multiple transcript variants encoding different isoforms due to alternative splicing. A related pseudogene is also located on the X chromosome.","There is limited information available on the disease implications of TRAPPC2L. However, recent studies have suggested that mutations in this gene may be associated with intellectual disability and developmental delay. Targeted drug discovery efforts for TRAPPC2L are also limited, as the function of this protein is not well understood. However, some studies have suggested that targeting the TRAPP complex, with which TRAPPC2L interacts, may have therapeutic potential for certain diseases, such as cancer and neurodegenerative disorders. Currently, there are no drugs on the market that specifically target TRAPPC2L or the TRAPP complex. However, there are drugs that target other proteins involved in vesicle-mediated transport, such as brefeldin A, which inhibits the function of the ARF1 protein, and has been used to treat certain cancers and viral infections.","GO:0048207 vesicle targeting, rough ER to cis-Golgi;GO:0048208 COPII vesicle coating;GO:0048199 vesicle targeting, to, from or within Golgi",,Disease related genes; Human disease related genes:Nervous system diseases:Epilepsy; Predicted intracellular proteins,Cytosol;Vesicles (Supported),,,
ENSG00000140990.15,NDUFB10,1.08856397,1.099792974,2.039158717,1.670931957,1.556468863,1.455205734,1.013674847,1.407794619,1.316222811,1.379490513,0.74363843,1.140012662,0.456169695,0.675804363,0.839821306,0.468798202,1.036878412,0.793723539,0.500563822,NADH:ubiquinone oxidoreductase subunit B10,NDUFB10 is a human gene that plays a crucial role in the assembly of mitochondrial respiratory chain complex I. It is located in the mitochondrial inner membrane and is a part of the complex I. Mutations in this gene have been linked to nuclear type mitochondrial complex I deficiency 35.,"Mutations in the NDUFB10 gene have been associated with mitochondrial complex I deficiency, which is a rare genetic disorder that affects the function of the mitochondria, leading to a wide range of symptoms such as muscle weakness, developmental delays, and neurological problems. There are currently no targeted drug discovery efforts specifically for NDUFB10 mutations, but there are ongoing efforts to develop treatments for mitochondrial diseases in general. One example is elamipretide, a small peptide that targets the inner mitochondrial membrane and has shown promising results in clinical trials for various mitochondrial diseases. Another example is idebenone, which has been approved in Europe for the treatment of Leber's hereditary optic neuropathy, a mitochondrial disease that affects the eyes. While there are no drugs currently on the market specifically targeting NDUFB10 mutations, these examples demonstrate the potential for targeted treatments for mitochondrial diseases.","GO:0006120 mitochondrial electron transport, NADH to ubiquinone;GO:0010257 NADH dehydrogenase complex assembly;GO:0032981 mitochondrial respiratory chain complex I assembly",,Disease related genes; Predicted intracellular proteins; Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases,,NADH,,
ENSG00000149273.15,RPS3,1.088768601,2.489016426,1.606484372,1.668990538,1.646707165,1.070737139,0.414758923,0.955540798,0.913124665,0.459560522,0.822619287,0.797283136,1.025019297,1.463646442,0.842487396,1.36128543,0.604419384,1.034438182,0.421715723,ribosomal protein S3,"The human gene RPS3 encodes a ribosomal protein that is a component of the 40S subunit, which is involved in the initiation of translation during protein synthesis. The protein belongs to the S3P family of ribosomal proteins and is located in both the cytoplasm and nucleus, but not in the nucleolus. Studies have shown that the protein also has an extraribosomal role as an endonuclease involved in the repair of UV-induced DNA damage. Higher levels of expression of this gene have been observed in colon adenocarcinomas and adenomatous polyps compared to adjacent normal colonic mucosa. The gene is co-transcribed with small nucleolar RNA genes and has multiple processed pseudogenes dispersed through the genome.","There is limited information available on the disease implications of RPS3 gene mutations. However, studies have shown that overexpression of RPS3 is associated with the development and progression of various cancers, including colon adenocarcinomas and adenomatous polyps. Targeted drug discovery efforts for RPS3 are currently limited, but some studies have suggested that targeting RPS3 may be a potential therapeutic strategy for cancer treatment. One example of a successful drug targeting ribosomal proteins is the antibiotic doxorubicin, which binds to the 60S subunit of the ribosome and inhibits protein synthesis. However, doxorubicin is not specific to RPS3 and has significant side effects. Further research is needed to identify specific inhibitors of RPS3 for targeted cancer therapy.",GO:0061481 response to TNF agonist;GO:1905053 positive regulation of base-excision repair;GO:1905051 regulation of base-excision repair,,ENZYME proteins:Lyases; Predicted intracellular proteins; Ribosomal proteins; Enzymes; Cancer-related genes:Candidate cancer biomarkers,Cytosol;Endoplasmic reticulum (Supported),,,(M5926)HALLMARK MYC TARGETS V1
ENSG00000135617.4,PRADC1,1.089708054,0.400030394,1.858896041,1.619630643,1.516168441,1.376950049,0.669110948,1.133558669,0.971903909,1.514921138,0.745477476,1.105909213,1.098314258,1.231534873,1.211410122,0.788723841,0.819277486,0.764689406,0.788238059,protease associated domain containing 1,"PRADC1 (protease associated domain containing 1) is a human gene that is located in the extracellular region. It encodes a protein that contains a protease-associated domain, which suggests a potential role in protease-mediated signaling or regulation. However, the function of PRADC1 is not well understood and further research is needed to determine its precise role in human biology.","There is currently limited information available on the disease implications of PRADC1. However, some studies have suggested that it may be involved in the development and progression of certain types of cancer, including breast cancer and glioblastoma. As such, there is potential for PRADC1 to be targeted for drug discovery efforts in these areas. 

To date, there are no drugs on the market that specifically target PRADC1. However, there are several drugs that have been developed to target proteases, which may indirectly affect PRADC1 signaling or regulation. For example, the proteasome inhibitor bortezomib is used to treat multiple myeloma and mantle cell lymphoma, while the protease inhibitor ritonavir is used to treat HIV. 

Overall, further research is needed to fully understand the role of PRADC1 in human biology and its potential as a therapeutic target for disease.",,,Predicted secreted proteins,,,,
ENSG00000005075.15,POLR2J,1.089990334,1.471639835,2.021732331,1.698631994,1.616294657,1.466947783,0.885850314,1.285058239,0.921207993,1.793101265,0.920085921,1.091085821,0.638695279,0.649363052,0.86030474,0.603341505,1.007766417,0.446852369,0.241866489,RNA polymerase II subunit J,"POLR2J is a gene that encodes a subunit of RNA polymerase II, which is responsible for synthesizing messenger RNA in eukaryotes. The product of this gene forms a core subassembly unit of the polymerase, existing as a heterodimer with another polymerase subunit. There are two similar genes located nearby on chromosome 7q22.1 and a pseudogene is found on chromosome 7p13.","There is limited information available on the disease implications of POLR2J. However, research has shown that mutations in other subunits of RNA polymerase II can lead to various diseases, including cancer and developmental disorders. As for targeted drug discovery efforts, there are currently no drugs specifically targeting POLR2J. However, there are drugs that target RNA polymerase II as a whole, such as alpha-amanitin, which is a toxin produced by the death cap mushroom and inhibits RNA polymerase II activity. Additionally, there are drugs that indirectly affect RNA polymerase II activity, such as the chemotherapy drug cisplatin, which can cause DNA damage and inhibit RNA polymerase II transcription. Successful drugs on the market that target RNA polymerase II include Actinomycin D, which is used in the treatment of various cancers, and Rifampin, which is used to treat tuberculosis and other bacterial infections.",GO:0006366 transcription by RNA polymerase II;GO:0006351 DNA-templated transcription;GO:0032774 RNA biosynthetic process,,RNA polymerase related proteins; Predicted intracellular proteins,Nucleoplasm (Approved),,,(M5898)HALLMARK DNA REPAIR
ENSG00000177105.10,RHOG,1.092617682,3.169261569,1.290141991,1.168561982,1.381526936,1.039986775,2.234943902,1.021260587,0.595613049,0.792472988,1.185867248,0.724707383,1.837876902,1.153917347,0.126035962,0.848035818,0.370142014,0.398576603,0.328189224,ras homolog family member G,"RHOG is a gene that belongs to the Rho family of small GTPases, which act as molecular switches in signal transduction pathways. These proteins regulate cell shape, attachment, and motility by promoting reorganization of the actin cytoskeleton. RHOG facilitates the translocation of a guanine nucleotide exchange factor (GEF) complex from the cytoplasm to the plasma membrane, where it activates ras-related C3 botulinum toxin substrate 1 to promote lamellipodium formation and cell migration. Two related pseudogenes have been identified on chromosomes 20 and X.","RHOG has been implicated in various diseases, including cancer, cardiovascular disease, and neurological disorders. In cancer, RHOG has been shown to promote tumor growth, invasion, and metastasis by regulating cell migration and invasion. Targeting RHOG signaling pathways has emerged as a potential therapeutic strategy for cancer treatment. Several small molecule inhibitors of RHOG signaling have been developed, including fasudil, which has been shown to inhibit RHOG-mediated cell migration and invasion in various cancer cell lines. Another drug, simvastatin, has been shown to inhibit RHOG activation and reduce tumor growth in preclinical models of breast cancer. In cardiovascular disease, RHOG has been implicated in the regulation of vascular smooth muscle cell contraction and proliferation, and inhibitors of RHOG signaling have been shown to reduce vascular remodeling and improve vascular function in animal models of hypertension and atherosclerosis. However, there are currently no drugs targeting RHOG signaling pathways that have been approved for clinical use.",GO:0016601 Rac protein signal transduction;GO:1900027 regulation of ruffle assembly;GO:0090630 activation of GTPase activity,,Predicted intracellular proteins,,,(M71)PID ILK PATHWAY; (M187)PID TRKR PATHWAY,(M5921)HALLMARK COMPLEMENT; (M5932)HALLMARK INFLAMMATORY RESPONSE
ENSG00000125356.7,NDUFA1,1.095319344,2.340230077,1.485402976,1.265886036,1.377658125,1.059639214,0.670123269,1.319200687,1.326072918,1.486609106,0.637326388,1.024197926,0.486367066,1.106747212,0.943351931,0.928410837,0.98583845,0.739591867,0.533094103,NADH:ubiquinone oxidoreductase subunit A1,"The NDUFA1 gene is responsible for coding an essential component of complex I of the respiratory chain, which transfers electrons from NADH to ubiquinone. The gene produces a peptide that is part of the ""hydrophobic protein"" fraction of complex I, which is involved in proton translocation. The N-terminal hydrophobic domain of the peptide has the potential to be folded into an alpha-helix spanning the inner mitochondrial membrane, while the C-terminal hydrophilic domain interacts with globular subunits of complex I. The highly conserved two-domain structure is critical for the protein function and may act as an anchor for the NADH:ubiquinone oxidoreductase complex at the inner mitochondrial membrane.","Mutations in the NDUFA1 gene have been associated with mitochondrial complex I deficiency, a rare genetic disorder that affects the function of the respiratory chain and leads to a wide range of clinical symptoms, including developmental delay, muscle weakness, seizures, and lactic acidosis. Targeted drug discovery efforts have focused on developing small molecules that can restore complex I activity in patients with mitochondrial diseases. One example is idebenone, a synthetic analog of coenzyme Q10 that has been shown to improve respiratory function and reduce oxidative stress in patients with Leber's hereditary optic neuropathy, a mitochondrial disease caused by mutations in complex I subunits. Another example is elamipretide, a mitochondria-targeted peptide that can improve mitochondrial bioenergetics and reduce apoptosis in preclinical models of mitochondrial diseases. Elamipretide is currently in clinical trials for the treatment of primary mitochondrial myopathy and Barth syndrome.","GO:0006120 mitochondrial electron transport, NADH to ubiquinone;GO:0010257 NADH dehydrogenase complex assembly;GO:0032981 mitochondrial respiratory chain complex I assembly",,Disease related genes; Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases,Cytosol;Mitochondria (Supported),NADH,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000162244.12,RPL29,1.095513995,2.378573495,1.716817152,1.334151519,1.565383833,1.202321011,1.016649816,1.14282811,0.741066674,1.047187757,0.966445393,1.144376111,0.854484208,1.146058247,0.415263531,1.292244262,0.809479656,0.781054814,0.164866315,ribosomal protein L29,"RPL29 is a gene that encodes a cytoplasmic ribosomal protein that is a component of the 60S subunit. This protein belongs to the L29E family of ribosomal proteins and is expressed on the cell surface, where it directly binds heparin. Ribosomes, which catalyze protein synthesis, consist of a small 40S subunit and a large 60S subunit, and together these subunits are composed of four RNA species and approximately 80 structurally distinct proteins. Although this gene was previously reported to map to 3q29-qter, it is believed that it is located at 3p21.3-p21.2. There are multiple processed pseudogenes of this gene dispersed through the genome, which is typical for genes encoding ribosomal proteins.","There is limited information available on the disease implications of RPL29. However, recent studies have suggested that alterations in ribosomal proteins, including RPL29, may play a role in the development and progression of various cancers. Targeted drug discovery efforts for RPL29 are also limited, but there have been some studies exploring the potential of targeting ribosomal proteins for cancer therapy. One example is the drug CX-5461, which targets RNA polymerase I and disrupts ribosome biogenesis, leading to selective killing of cancer cells. Another example is the drug Rigosertib, which inhibits the activity of the ribosomal protein RPL5 and has shown promising results in clinical trials for the treatment of myelodysplastic syndromes. However, it is unclear whether RPL29 is a viable target for drug development, and further research is needed to fully understand its role in disease and potential therapeutic applications.",GO:0007566 embryo implantation;GO:0002181 cytoplasmic translation;GO:0007565 female pregnancy,,Ribosomal proteins; Predicted intracellular proteins,Cytosol;Endoplasmic reticulum;Nucleoli (Supported),,,
ENSG00000159199.14,ATP5MC1,1.095791323,2.766155279,1.524036215,1.445133753,1.191078419,1.047815253,0.910539486,1.478422149,1.434130745,1.292950569,0.558259019,0.904282231,0.203289368,1.0651516,1.18814023,0.411683645,1.036577331,0.537822113,0.728776418,ATP synthase membrane subunit c locus 1,"ATP5MC1 is a gene that encodes a subunit of mitochondrial ATP synthase, which is responsible for catalyzing ATP synthesis using an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. ATP synthase is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, comprising the proton channel. The catalytic portion of mitochondrial ATP synthase consists of 5 different subunits assembled with a stoichiometry of 3 alpha, 3 beta, and a single representative of the other 3. ATP5MC1 is one of three genes that encode subunit c of the proton channel, with each gene having distinct mitochondrial import sequences but encoding the identical mature protein.","There is limited information available on the disease implications of ATP5MC1. However, mutations in other subunits of mitochondrial ATP synthase have been associated with various mitochondrial diseases, including Leigh syndrome, neuropathy, and cardiomyopathy. Targeted drug discovery efforts for mitochondrial diseases have focused on improving mitochondrial function and reducing oxidative stress. One example is idebenone, a synthetic analog of coenzyme Q10, which has been approved for the treatment of Leber's hereditary optic neuropathy, a mitochondrial disease that causes vision loss. Another example is elamipretide, a peptide that targets the inner mitochondrial membrane and has shown promise in preclinical studies for the treatment of various mitochondrial diseases. However, more research is needed to determine the potential therapeutic implications of ATP5MC1 mutations and to develop targeted therapies for mitochondrial diseases.",GO:0015986 proton motive force-driven ATP synthesis;GO:0006754 ATP biosynthetic process;GO:0009206 purine ribonucleoside triphosphate biosynthetic process,,Transporters:Primary Active Transporters; Predicted intracellular proteins,,,,(M5924)HALLMARK MTORC1 SIGNALING; (M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000042753.12,AP2S1,1.102132081,0.411176656,2.003856095,1.772049146,1.440691954,1.418098617,1.555750422,1.169186504,0.948512075,1.138651353,1.1484297,1.1586249,1.367980733,1.055493031,0.972918395,0.533515871,0.74259883,0.466497662,0.534345515,adaptor related protein complex 2 subunit sigma 1,"AP2S1 is a gene that encodes the small chain of the AP-2 complex, which is a clathrin-associated adaptor complex that is associated with the plasma membrane. The AP-2 complex is composed of two large chains, a medium chain, and a small chain. Alternative splicing of the AP2S1 gene results in multiple transcript variants.","Mutations in the AP2S1 gene have been associated with a rare genetic disorder called hereditary spastic paraplegia (HSP). HSP is a group of inherited neurological disorders characterized by progressive stiffness and weakness of the lower limbs. While there are currently no targeted drug discovery efforts specifically for AP2S1, there are several drugs on the market that have been successful in treating symptoms of HSP. Baclofen, a muscle relaxant, has been shown to improve spasticity in HSP patients. Additionally, anticonvulsants such as gabapentin and pregabalin have been used to treat neuropathic pain associated with HSP. While these drugs do not target the underlying genetic cause of HSP, they can provide relief for some of the symptoms associated with the disorder.",GO:0098884 postsynaptic neurotransmitter receptor internalization;GO:0140239 postsynaptic endocytosis;GO:0099590 neurotransmitter receptor internalization,,Predicted intracellular proteins; Transporters; Potential drug targets; Disease related genes; Human disease related genes:Congenital disorders of metabolism:Congenital disorders of ion transport and metabolism,,,,(M5910)HALLMARK PROTEIN SECRETION; (M5941)HALLMARK UV RESPONSE UP
ENSG00000198937.9,CCDC167,1.103213679,0.111651743,2.824853486,1.585248478,1.471721237,1.451393658,0.245152858,1.214213951,1.533379202,1.824208386,0.789972322,0.852487078,1.241326406,1.025331192,0.900683549,0.60142118,0.992432552,0.902162816,0.290206134,coiled-coil domain containing 167,"CCDC167 is a human gene that is predicted to be an integral component of the membrane. It contains a coiled-coil domain and is involved in various cellular processes. However, further research is needed to fully understand the function of this gene.","There is currently limited information available on the disease implications of CCDC167. However, as it is predicted to be an integral component of the membrane, it may play a role in various diseases related to membrane dysfunction. 

There are currently no targeted drug discovery efforts specifically focused on CCDC167. However, as more research is conducted on the function of this gene, it may become a target for drug development in the future.

There are no drugs currently on the market that target CCDC167. However, there are several drugs that target membrane proteins and may be relevant to diseases in which CCDC167 is involved. For example, statins are a class of drugs that target HMG-CoA reductase, an enzyme involved in cholesterol synthesis and membrane function. Statins are commonly used to treat high cholesterol and have been shown to have additional benefits in reducing the risk of cardiovascular disease. Another example is the drug tamoxifen, which targets the estrogen receptor and is used to treat breast cancer. Tamoxifen is also known to have effects on membrane function.",,,,Cytosol (Approved),,,
