genes,symbol,average_foldchange,DLBC,UVM,ACC,SARC,THYM,BRCA,BLCA,LIHC,CHOL,KICH,KIRP,LUSC,HNSC,KIRC,THCA,LUAD,GBM,PCPG,ESCA,LGG,PAAD,READ,COAD,STAD,Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000126756.12,UXT,0.494231678,1.497057,0.2605866,1.115096,0.7847356,0.7397697,0.383694,0.7824009,0.6996666,0.5405699,0.4478784,0.4793645,0.5374236,0.3002403,0.4386316,0.1675849,0.2591576,0.8459086,0.2638738,0.05826487,0.2034677,0.1002179,0.4845234,0.2431435,0.2283033,"There is limited information available on the disease implications of the UXT gene. However, some studies have suggested that UXT may play a role in the development and progression of certain types of cancer, including breast, prostate, and lung cancer. Targeted drug discovery efforts for UXT are also limited, but some studies have explored the potential of UXT as a therapeutic target for cancer treatment. One study found that inhibiting UXT expression in breast cancer cells led to decreased cell proliferation and increased apoptosis. Currently, there are no drugs on the market that specifically target UXT. However, some drugs used in cancer treatment, such as tamoxifen and enzalutamide, indirectly affect UXT by targeting the androgen receptor pathway, which UXT is involved in regulating.","GO:0034643 establishment of mitochondrion localization, microtubule-mediated;GO:0047497 mitochondrion transport along microtubule;GO:0051654 establishment of mitochondrion localization",,Predicted intracellular proteins,Basal body;Centriolar satellite (Approved),,(M40)PID E2F PATHWAY,(M5893)HALLMARK MITOTIC SPINDLE
ENSG00000142541.18,RPL13A,0.495283824,2.276014,0.1597842,1.176866,0.8626758,0.5860004,0.1806495,0.5307615,0.4430414,0.6171833,0.7085318,0.5072752,0.4152078,0.3208398,0.3968613,0.1620256,0.2016107,0.650074,0.3365106,0.2121697,0.4168177,0.2000103,0.06829477,0.2993031,0.1583033,"RPL13A has been implicated in various diseases, including cancer, neurodegenerative disorders, and viral infections. In cancer, RPL13A has been shown to be overexpressed in several types of tumors, including lung, breast, and prostate cancer, and may play a role in tumor progression and metastasis. Targeted drug discovery efforts have focused on developing inhibitors of RPL13A as a potential therapeutic strategy for cancer. However, there are currently no drugs on the market that specifically target RPL13A. Some drugs that indirectly affect RPL13A expression or function, such as mTOR inhibitors and proteasome inhibitors, have been approved for the treatment of certain cancers. Further research is needed to fully understand the role of RPL13A in disease and to develop targeted therapies.",GO:1901193 regulation of formation of translation preinitiation complex;GO:1901194 negative regulation of formation of translation preinitiation complex;GO:1904689 negative regulation of cytoplasmic translational initiation,,Predicted intracellular proteins; Ribosomal proteins,Cytosol;Nucleoli (Approved),(S)-3-phenyllactic acid; Anisomycin; Puromycin,(M5493)WNT SIGNALING,
ENSG00000124172.10,ATP5F1E,0.500542275,1.451163,0.5133506,0.6569594,0.6741142,0.7089914,0.8614703,0.6121708,0.708589,0.5002354,0.5666885,0.6679642,0.4190936,0.1394755,0.451345,0.2451466,0.4705919,0.7497921,0.3357904,0.2996664,0.2572609,0.3603734,0.1734718,0.01459861,0.1747116,"There is limited information available on the disease implications of ATP5F1E mutations. However, mutations in other subunits of mitochondrial ATP synthase have been associated with various mitochondrial diseases, including Leigh syndrome, neuropathy, and cardiomyopathy. Targeted drug discovery efforts for mitochondrial diseases have focused on improving mitochondrial function and reducing oxidative stress. Some potential drug targets include mitochondrial biogenesis, mitophagy, and antioxidant pathways. Currently, there are no drugs specifically targeting ATP5F1E mutations. However, some drugs that improve mitochondrial function, such as coenzyme Q10 and idebenone, have been used to treat mitochondrial diseases. Additionally, some drugs that target oxidative stress, such as vitamin E and N-acetylcysteine, have shown promise in preclinical studies.",GO:0042776 proton motive force-driven mitochondrial ATP synthesis;GO:0015986 proton motive force-driven ATP synthesis;GO:0006754 ATP biosynthetic process,,Predicted intracellular proteins; Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases; Disease related genes,,,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000147123.11,NDUFB11,0.501336267,1.57637,0.4618302,0.7313525,0.5381251,0.8340689,0.5164915,0.9342511,0.6365687,0.5516991,0.577662,0.3846019,0.4458842,0.4305941,0.3025823,0.1853711,0.3959846,0.7790849,0.2799191,0.1618141,0.165718,0.1486695,0.4664884,0.3084611,0.218478,"Mutations in the NDUFB11 gene have been associated with several diseases, including linear skin defects with multiple congenital anomalies 3 and mitochondrial complex I deficiency. These conditions are characterized by a range of symptoms, including developmental delays, intellectual disability, seizures, and skin abnormalities. 

Targeted drug discovery efforts for NDUFB11-related diseases are still in the early stages, but there is growing interest in developing drugs that can improve mitochondrial function. One approach is to develop compounds that can bypass the defective complex I and restore electron transport. Another strategy is to target the downstream effects of mitochondrial dysfunction, such as oxidative stress and inflammation. 

There are currently no drugs on the market specifically targeting NDUFB11-related diseases. However, there are several drugs that have been approved for other mitochondrial disorders that may have potential for treating these conditions. For example, idebenone has been approved for the treatment of Leber's hereditary optic neuropathy, a mitochondrial disorder that affects the eyes. This drug works by improving mitochondrial function and reducing oxidative stress. Another drug, elamipretide, is currently in clinical trials for the treatment of mitochondrial myopathy, a condition that affects the muscles. Elamipretide works by targeting the mitochondrial membrane and improving energy production.",GO:0042776 proton motive force-driven mitochondrial ATP synthesis;GO:0015986 proton motive force-driven ATP synthesis;GO:0006754 ATP biosynthetic process,,Predicted intracellular proteins; Human disease related genes:Congenital malformations:Other congenital malformations; Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases; Disease related genes,Mitochondria (Supported); Additional: Acrosome;Connecting piece;Equatorial segment;Mid piece;Principal piece,,,
ENSG00000149273.15,RPS3,0.509546404,1.673496,0.03109991,0.849958,0.6925505,0.5672271,0.7899833,0.5234593,0.4893744,0.5992611,0.649356,0.5452112,0.7254653,0.2894055,0.335942,0.1284531,0.3067457,1.115824,0.03752668,0.3648043,0.2919899,0.2282282,0.3395323,0.3764811,0.2777388,"There is limited information available on the disease implications of RPS3 gene mutations. However, studies have shown that overexpression of RPS3 is associated with the development and progression of various cancers, including colon adenocarcinomas and adenomatous polyps. Targeted drug discovery efforts for RPS3 are currently limited, but some studies have suggested that targeting RPS3 may be a potential therapeutic strategy for cancer treatment. One example of a successful drug targeting ribosomal proteins is the antibiotic doxorubicin, which binds to the 60S subunit of the ribosome and inhibits protein synthesis. However, doxorubicin is not specific to RPS3 and has significant side effects. Further research is needed to identify specific inhibitors of RPS3 for targeted cancer therapy.",GO:0061481 response to TNF agonist;GO:1905053 positive regulation of base-excision repair;GO:0032079 positive regulation of endodeoxyribonuclease activity,,ENZYME proteins:Lyases; Predicted intracellular proteins; Cancer-related genes:Candidate cancer biomarkers; Enzymes; Ribosomal proteins,Cytosol;Endoplasmic reticulum (Supported),,,(M5926)HALLMARK MYC TARGETS V1
ENSG00000105669.14,COPE,0.512355557,1.176501757,0.738161392,1.255461318,0.80690139,0.863933226,0.479168647,0.796239303,0.565499875,0.497967351,0.772586109,0.388068964,0.333305139,0.286830769,0.287737582,0.237694768,0.217743275,0.644126363,0.330505641,0.191432574,0.250470425,0.305321116,0.353869406,0.284018457,0.232988516,"There is limited information available on the disease implications of the COPE gene. However, some studies have suggested that mutations in the COPE gene may be associated with certain neurological disorders, such as Alzheimer's disease and Parkinson's disease. Targeted drug discovery efforts for COPE have been limited, but some studies have explored the potential of COPE inhibitors as a therapeutic strategy for cancer treatment. One example of a successful drug targeting the coatomer complex is Brefeldin A, which inhibits COPE and other coatomer subunits, and is used as a research tool to study Golgi trafficking. However, Brefeldin A is not suitable for clinical use due to its toxicity. Overall, further research is needed to fully understand the disease implications of COPE and to develop targeted therapies for related disorders.","GO:0099612 protein localization to axon;GO:0006891 intra-Golgi vesicle-mediated transport;GO:0006890 retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",,Predicted intracellular proteins,Golgi apparatus (Enhanced),,,(M5910)HALLMARK PROTEIN SECRETION
ENSG00000111775.3,COX6A1,0.512715762,0.916352011,0.763044293,1.391874217,0.204438533,0.707182344,0.82722347,0.695853345,0.768140231,0.908063743,0.651510159,0.303397,0.403761587,0.181904055,0.455500374,0.225271977,0.462360251,0.720001862,0.269162651,0.3208521,0.183725439,0.270711357,0.327440859,0.176148125,0.171258305,"Mutations in COX6A1 have been associated with mitochondrial diseases such as Leigh syndrome, a severe neurological disorder that typically presents in infancy or early childhood. Additionally, altered expression of COX6A1 has been observed in various cancers, including breast, lung, and colorectal cancer, suggesting a potential role in tumorigenesis. 

There are currently no drugs specifically targeting COX6A1, but there are drugs that indirectly affect its function. For example, the anti-diabetic drug metformin has been shown to increase COX activity and improve mitochondrial function in various cell types, including cancer cells. Additionally, the anti-cancer drug sorafenib has been shown to inhibit COX activity and induce apoptosis in cancer cells. 

Overall, further research is needed to fully understand the role of COX6A1 in disease and to develop targeted therapies for its associated disorders.","GO:0006123 mitochondrial electron transport, cytochrome c to oxygen;GO:0019646 aerobic electron transport chain;GO:0042775 mitochondrial ATP synthesis coupled electron transport",,Human disease related genes:Nervous system diseases:Neurodegenerative diseases; Disease related genes,Mitochondria (Supported); Additional: Principal piece,,,(M5905)HALLMARK ADIPOGENESIS; (M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000221983.8,UBA52,0.513960783,1.734689,0.5038961,0.9000417,0.7892337,0.8142507,0.3607397,0.6315285,0.7389624,0.5193819,0.5067,0.5689759,0.486954,0.2894555,0.3391519,0.1816218,0.1018169,0.8826472,0.3057692,0.4510005,0.2424057,0.2833511,0.3594417,0.2424983,0.1005454,"There is limited information on the disease implications of UBA52. However, recent studies have suggested that dysregulation of the ubiquitin-proteasome system, which includes UBA52, may contribute to the pathogenesis of various diseases, including cancer, neurodegenerative disorders, and inflammatory diseases. Targeted drug discovery efforts have focused on developing small molecules that modulate the activity of the ubiquitin-proteasome system, including inhibitors of the proteasome and E3 ubiquitin ligases. Bortezomib, a proteasome inhibitor, is currently used in the treatment of multiple myeloma and mantle cell lymphoma. Carfilzomib, another proteasome inhibitor, has also been approved for the treatment of multiple myeloma. Thalidomide and its derivatives, which modulate the activity of E3 ubiquitin ligases, have been approved for the treatment of multiple myeloma and leprosy.",GO:0017085 response to insecticide;GO:0002181 cytoplasmic translation;GO:0009636 response to toxic substance,,Predicted intracellular proteins; Ribosomal proteins,Cytosol (Approved); Additional: Acrosome;Endoplasmic reticulum;Equatorial segment;Nucleoplasm;Plasma membrane,,,
ENSG00000125743.10,SNRPD2,0.526688054,1.668639,0.2818043,1.128293,0.6593668,0.7674824,0.566138,0.7108175,0.6844054,0.5212263,0.4475221,0.3918215,0.7462283,0.319348,0.4176901,0.1758978,0.3300217,0.901972,0.2275394,0.5453981,0.2748208,0.2510414,0.1890884,0.2844714,0.1494796,"Mutations in the SNRPD2 gene have been associated with several diseases, including spinal muscular atrophy (SMA) and retinitis pigmentosa (RP). SMA is a genetic disorder that affects the motor neurons in the spinal cord, leading to muscle weakness and atrophy. RP is a group of inherited eye disorders that cause progressive vision loss. 

Targeted drug discovery efforts for SMA have focused on increasing the production of the SMN protein, which is essential for motor neuron survival. Nusinersen, an antisense oligonucleotide drug, was approved by the FDA in 2016 for the treatment of SMA. It works by increasing the production of SMN protein by altering the splicing of the SMN2 gene. 

For RP, gene therapy is being explored as a potential treatment option. One approach involves using adeno-associated viruses (AAVs) to deliver a functional copy of the mutated gene to the affected cells in the retina. Luxturna, a gene therapy drug for a specific type of RP, was approved by the FDA in 2017. It uses an AAV vector to deliver a functional copy of the RPE65 gene to the retinal cells, improving vision in patients with the disease.

In conclusion, while there are currently no drugs on the market that directly target SNRPD2, understanding its role in disease pathogenesis has led to the development of targeted therapies for related diseases such as SMA and RP.",GO:0036261 7-methylguanosine cap hypermethylation;GO:0036260 RNA capping;GO:1903241 U2-type prespliceosome assembly,,Predicted intracellular proteins,Cytosol (Supported),Artenimol,,(M5926)HALLMARK MYC TARGETS V1
ENSG00000149806.11,FAU,0.527116075,1.575019,0.4104637,1.245908,0.7740836,0.6993759,0.3688558,0.7543063,0.6652438,0.5123049,0.7307631,0.5687775,0.5275422,0.4387247,0.4228264,0.1843989,0.2249046,0.669294,0.2827758,0.3114944,0.3010463,0.2508739,0.2095734,0.3384525,0.1837771,"There is limited information on the disease implications of the FAU gene. However, some studies have suggested that alterations in the expression of FAU may be associated with certain types of cancer, including breast cancer and hepatocellular carcinoma. Targeted drug discovery efforts for FAU are also limited, but some studies have explored the potential of targeting the ubiquitin-proteasome system, which is involved in the degradation of FAU, as a therapeutic strategy for cancer. Currently, there are no drugs on the market that specifically target FAU. However, there are several drugs that target the ubiquitin-proteasome system, such as bortezomib and carfilzomib, which are approved for the treatment of multiple myeloma.",GO:0000028 ribosomal small subunit assembly;GO:0002227 innate immune response in mucosa;GO:0002385 mucosal immune response,,Predicted intracellular proteins; Ribosomal proteins,Cytosol;Endoplasmic reticulum (Enhanced); Additional: Nucleoli,,,
ENSG00000171222.10,SCAND1,0.527234786,1.355936,0.7531727,1.088886,0.6146192,0.8088375,0.853698,0.8337592,0.630221,0.4125089,0.7819934,0.2142256,0.5155103,0.06792027,0.2140075,0.2719463,0.4665245,0.5344258,0.3263556,0.1394271,0.1879342,0.335602,0.7202645,0.2145302,0.3113291,"There is limited information available on the disease implications of SCAND1. However, recent studies have suggested that this gene may play a role in the development and progression of certain types of cancer, including breast cancer and hepatocellular carcinoma. Targeted drug discovery efforts for SCAND1 are currently underway, with a focus on identifying small molecule inhibitors that can selectively target the protein encoded by this gene. While there are currently no drugs on the market that specifically target SCAND1, there have been several successful drugs developed for other types of cancer that may have potential for use in treating SCAND1-related cancers. Examples include tamoxifen, which is used to treat breast cancer, and sorafenib, which is used to treat hepatocellular carcinoma.",GO:0045893 positive regulation of DNA-templated transcription;GO:1902680 positive regulation of RNA biosynthetic process;GO:0051254 positive regulation of RNA metabolic process,,Predicted intracellular proteins,Nuclear speckles (Approved),,,
ENSG00000177600.9,RPLP2,0.527380579,1.968647,0.3931467,1.011872,0.9346628,0.7542395,0.3028375,0.6694391,0.6555838,0.5012034,0.6661557,0.6075563,0.4690948,0.1562475,0.4201865,0.2640602,0.2922193,0.6124976,0.358046,0.1957426,0.3528961,0.4005733,0.2398691,0.3266866,0.1036705,"There is limited information available on the disease implications of RPLP2. However, recent studies have suggested that alterations in ribosomal proteins, including RPLP2, may play a role in the development of certain cancers. Targeted drug discovery efforts for RPLP2 are also limited, as it is a component of the ribosome and targeting it directly may have negative effects on normal cellular function. However, there are drugs that indirectly affect RPLP2 function by targeting the ribosome as a whole. For example, macrolide antibiotics such as erythromycin and azithromycin bind to the 50S subunit of the ribosome, inhibiting protein synthesis and ultimately leading to bacterial cell death. Another example is the drug cycloheximide, which binds to the 60S subunit of the ribosome and inhibits protein synthesis in eukaryotic cells. These drugs have been successful in treating bacterial infections and certain types of cancer, respectively.",GO:0002182 cytoplasmic translational elongation;GO:0006414 translational elongation;GO:0002181 cytoplasmic translation,,Predicted intracellular proteins; Ribosomal proteins,Cytosol;Nuclear speckles (Approved); Additional: Mitotic spindle,,,
ENSG00000131143.10,COX4I1,0.532937733,1.813233,0.4654597,0.9334895,0.9045002,0.7943138,0.5811618,0.7080752,0.8672035,0.832337,0.4980539,0.3714494,0.3000703,0.2798675,0.4543593,0.2291485,0.3309573,0.693702,0.2750646,0.3656692,0.1855432,0.299905,0.1522604,0.2412001,0.2134812,"Mutations in COX4I1 have been associated with mitochondrial disorders, including Leigh syndrome, a severe neurological disorder that typically presents in infancy or early childhood. In addition, altered expression of COX4I1 has been observed in various cancers, including breast, lung, and ovarian cancer, suggesting a potential role in tumorigenesis. 

Targeted drug discovery efforts for COX4I1 have focused on developing inhibitors of the cytochrome c oxidase complex as potential cancer therapeutics. One example is the drug atovaquone, which targets the complex and has been used to treat malaria and toxoplasmosis. Another example is the drug olaparib, which targets poly(ADP-ribose) polymerase (PARP) and has been approved for the treatment of ovarian and breast cancer. Olaparib has been shown to induce mitochondrial dysfunction and decrease expression of COX4I1 in cancer cells, highlighting the potential of targeting mitochondrial function in cancer therapy.","GO:0006123 mitochondrial electron transport, cytochrome c to oxygen;GO:0019646 aerobic electron transport chain;GO:0042775 mitochondrial ATP synthesis coupled electron transport",,Predicted intracellular proteins; Potential drug targets; Transporters:Primary Active Transporters; Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases; Disease related genes,Mitochondria (Supported),Cholic Acid; N-Formylmethionine,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000125835.19,SNRPB,0.536791613,1.074812,0.5735788,1.431994,0.7017339,0.7246828,0.8937704,0.7131768,0.5369627,0.5383578,0.4825582,0.2430611,0.9626544,0.1592516,0.3469379,0.1601389,0.6245221,0.7885739,0.2980932,0.2175768,0.2531145,0.2973287,0.3402179,0.2511018,0.2687985,"The SNRPB gene has been implicated in several diseases, including systemic lupus erythematosus (SLE), a chronic autoimmune disease. Patients with SLE often have autoantibodies that recognize epitopes on the SNRPB protein, leading to the formation of immune complexes that contribute to disease pathogenesis. Targeted drug discovery efforts for SLE have focused on reducing autoantibody production and immune complex formation. One example is belimumab, a monoclonal antibody that targets B-lymphocyte stimulator (BLyS), a protein that promotes B-cell survival and differentiation. Belimumab has been approved by the FDA for the treatment of SLE and has been shown to reduce disease activity and improve patient outcomes. Another example is anifrolumab, a monoclonal antibody that targets the type I interferon receptor and has shown promising results in clinical trials for SLE. Overall, targeting the SNRPB gene and related pathways may provide new avenues for the treatment of autoimmune diseases such as SLE.",GO:0036261 7-methylguanosine cap hypermethylation;GO:0036260 RNA capping;GO:1903241 U2-type prespliceosome assembly,,Predicted intracellular proteins; Human disease related genes:Congenital malformations:Other congenital malformations; Disease related genes,Nucleoplasm (Supported),,,(M5925)HALLMARK E2F TARGETS
ENSG00000145592.14,RPL37,0.543096473,1.788032,0.1982866,1.749923,0.6923576,0.5992537,0.06446934,0.8355907,0.6654188,0.8852626,0.3730786,0.6918402,0.5190028,0.5681139,0.406599,0.1850723,0.3292386,0.7829307,0.3335096,0.3186355,0.1988313,0.2558367,0.1210154,0.3238705,0.1481459,"There is limited information on the disease implications of RPL37 mutations. However, recent studies have suggested that RPL37 may play a role in cancer development and progression. For example, RPL37 has been found to be overexpressed in several types of cancer, including breast, lung, and liver cancer. Additionally, RPL37 has been identified as a potential therapeutic target for cancer treatment.

Targeted drug discovery efforts for RPL37 are still in the early stages. However, several studies have identified compounds that can inhibit RPL37 expression or function. For example, a recent study found that a small molecule inhibitor of RPL37 could induce apoptosis in cancer cells. Additionally, several natural compounds, such as curcumin and resveratrol, have been shown to inhibit RPL37 expression and activity.

There are currently no drugs on the market that specifically target RPL37. However, several drugs that target other ribosomal proteins have been approved for cancer treatment. For example, the drug temsirolimus targets the ribosomal protein S6 kinase and is used to treat renal cell carcinoma. Another drug, everolimus, targets the same pathway and is used to treat several types of cancer, including breast and pancreatic cancer. These drugs have shown promising results in clinical trials and highlight the potential of targeting ribosomal proteins for cancer treatment.",GO:1901798 positive regulation of signal transduction by p53 class mediator;GO:1901796 regulation of signal transduction by p53 class mediator;GO:0002181 cytoplasmic translation,,Predicted intracellular proteins; Ribosomal proteins,,(S)-3-phenyllactic acid; PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE; Virginiamycin S1; Anisomycin; Puromycin,,
ENSG00000126267.11,COX6B1,0.5565784,1.448488,0.6934715,1.382794,0.6245361,0.7936709,0.5368362,0.924948,0.6684965,0.4952953,0.3043077,0.5271602,0.4592329,0.4698492,0.4759943,0.2476078,0.3435032,0.9552397,0.3585249,0.5601428,0.3152434,0.3193051,0.1303498,0.1726054,0.1502787,"Mutations in COX6B1 have been linked to severe infantile encephalomyopathy, a rare and severe mitochondrial disorder characterized by developmental delay, hypotonia, seizures, and respiratory chain dysfunction. There are currently no targeted drug discovery efforts specifically for COX6B1 mutations, but drugs targeting mitochondrial dysfunction in general, such as idebenone and elamipretide, have shown promise in clinical trials for mitochondrial diseases. Idebenone is a synthetic analog of coenzyme Q10 that acts as an electron carrier in the mitochondrial respiratory chain, while elamipretide is a mitochondrial-targeted peptide that stabilizes the inner mitochondrial membrane and improves mitochondrial function. Both drugs have been approved for the treatment of Leber's hereditary optic neuropathy, a mitochondrial disease affecting the optic nerve.","GO:0006123 mitochondrial electron transport, cytochrome c to oxygen;GO:0021762 substantia nigra development;GO:0048857 neural nucleus development",,Predicted intracellular proteins; Human disease related genes:Congenital disorders of metabolism:Mitochondrial diseases; Disease related genes,Mitochondria (Supported); Additional: Principal piece,Cholic Acid; N-Formylmethionine,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
ENSG00000105193.9,RPS16,0.558077811,1.767283515,0.310260543,1.057827284,0.716584024,0.712391974,0.450410083,0.811296788,0.609070875,0.569848973,0.729576647,0.466210911,0.585998588,0.258407485,0.388007126,0.178385628,0.562493443,1.01640075,0.268092979,0.467044373,0.462691372,0.348276886,0.18152844,0.376755824,0.09902295,"There is limited information on the disease implications of RPS16 mutations. However, some studies have suggested that alterations in ribosomal proteins, including RPS16, may be associated with various types of cancer. Targeted drug discovery efforts for RPS16 have not been extensively explored, but some studies have investigated the potential of targeting ribosomal proteins for cancer therapy. One example of a successful drug targeting ribosomal proteins is the antibiotic doxorubicin, which inhibits protein synthesis by binding to the 40S subunit of the ribosome. Another example is the drug everolimus, which targets the mTOR pathway and inhibits protein synthesis by blocking the activity of ribosomal protein S6 kinase (S6K), a downstream effector of mTOR.","GO:0000462 maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);GO:0030490 maturation of SSU-rRNA;GO:0042274 ribosomal small subunit biogenesis",,Predicted intracellular proteins; Ribosomal proteins,Cytosol;Endoplasmic reticulum (Enhanced),,,
ENSG00000277791.5,PSMB3,0.560180067,1.390406,1.01278,0.6624932,0.7087276,0.7076775,1.43403,0.7341808,0.773223,0.8705054,0.255757,0.238314,0.5351193,0.2054504,0.3562103,0.1990973,0.410583,0.9340876,0.4467923,0.1225298,0.2124982,0.1960118,0.4526065,0.3424413,0.2427993,"PSMB3 has been implicated in several diseases, including cancer, autoimmune disorders, and neurodegenerative diseases. In cancer, the proteasome is involved in the degradation of tumor suppressor proteins, and inhibition of the proteasome has been shown to induce apoptosis in cancer cells. Bortezomib, a proteasome inhibitor, is approved for the treatment of multiple myeloma and mantle cell lymphoma. In autoimmune disorders, the proteasome is involved in the processing of self-antigens, and inhibition of the proteasome has been shown to reduce inflammation. Carfilzomib, another proteasome inhibitor, is approved for the treatment of multiple myeloma. In neurodegenerative diseases, the proteasome is involved in the clearance of misfolded proteins, and dysfunction of the proteasome has been implicated in the pathogenesis of Alzheimer's and Parkinson's diseases. However, there are currently no approved drugs targeting the proteasome for the treatment of neurodegenerative diseases.",GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process;GO:0010498 proteasomal protein catabolic process;GO:0006511 ubiquitin-dependent protein catabolic process,,Predicted intracellular proteins; Peptidases:Threonine-type peptidases; Enzymes,,"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE",,(M5926)HALLMARK MYC TARGETS V1
ENSG00000115268.10,RPS15,0.562960607,1.879424864,0.202101592,1.742255138,0.961800377,0.718755287,0.368524312,0.694782738,0.639134846,0.52113037,0.904178957,0.601874473,0.616226258,0.202016484,0.383213956,0.231960327,0.078438023,0.792564401,0.334140133,0.140787334,0.29859726,0.333030415,0.340341239,0.33993461,0.18584117,"There is limited information available on the disease implications of RPS15 mutations. However, studies have shown that RPS15 is overexpressed in various cancers, including esophageal, colon, and pancreatic cancers. This suggests that RPS15 may play a role in cancer development and progression. Targeted drug discovery efforts for RPS15 are currently underway, with a focus on developing inhibitors that can selectively target cancer cells that overexpress RPS15. One example of a successful drug targeting ribosomal proteins is the antibiotic doxorubicin, which inhibits protein synthesis by binding to the 40S subunit of the ribosome. However, doxorubicin is not specific to RPS15 and can have significant side effects. Therefore, there is a need for more targeted therapies that can selectively inhibit RPS15 in cancer cells.",GO:0000056 ribosomal small subunit export from nucleus;GO:0000054 ribosomal subunit export from nucleus;GO:0033750 ribosome localization,,Cancer-related genes:Mutated cancer genes; Predicted intracellular proteins; Ribosomal proteins,Cytosol;Endoplasmic reticulum (Approved),,,
ENSG00000105640.13,RPL18A,0.564592227,1.841987226,0.262548458,1.144807571,0.79135136,0.823332357,0.294522977,0.609033161,0.820146718,0.478517624,0.794130601,0.622475915,0.617714749,0.278174176,0.4172434,0.187134781,0.257809895,0.949331242,0.333491778,0.26231951,0.348803998,0.324511321,0.494198309,0.398442224,0.198184109,"There is limited information on the disease implications of RPL18A. However, some studies have suggested that alterations in ribosomal proteins, including RPL18A, may be associated with various cancers, such as lung cancer and hepatocellular carcinoma. Targeted drug discovery efforts for RPL18A are also limited, but some studies have explored the potential of targeting ribosomal proteins for cancer therapy. For example, a small molecule inhibitor of ribosome biogenesis, CX-5461, has shown promising results in preclinical studies for the treatment of hematological malignancies. Additionally, some drugs that indirectly affect ribosomal function, such as mTOR inhibitors, have been approved for the treatment of certain cancers. However, there are currently no drugs on the market that specifically target RPL18A.",GO:0002181 cytoplasmic translation;GO:0006412 translation;GO:0010467 gene expression,,Predicted intracellular proteins; Ribosomal proteins,Nucleoli (Approved); Additional: Cytosol;Nucleoplasm,,,
ENSG00000172809.13,RPL38,0.567702755,1.901097,0.1649277,1.166412,0.7242926,0.6924407,0.8920519,0.5881858,0.6380578,0.9687133,0.5884634,0.5889346,0.584163,0.3471037,0.3898156,0.1922998,0.2804682,0.8323941,0.2959089,0.2923445,0.3617438,0.271175,0.4963163,0.3449365,0.02261993,"Research on RPL38 and its potential disease implications is limited. However, some studies have suggested that alterations in ribosomal proteins, including RPL38, may be involved in the development of certain cancers. For example, a study published in the journal Oncotarget in 2016 found that RPL38 was overexpressed in hepatocellular carcinoma (HCC) tissues and that its expression was associated with poor prognosis in HCC patients. 

As for targeted drug discovery efforts, there are currently no drugs specifically targeting RPL38. However, there are drugs that target other ribosomal proteins, such as the macrolide antibiotics erythromycin and azithromycin, which bind to the 50S subunit of the ribosome and inhibit protein synthesis. These drugs are used to treat a variety of bacterial infections. Additionally, some cancer drugs, such as the proteasome inhibitor bortezomib, have been shown to affect ribosomal protein synthesis and may indirectly target RPL38.

In conclusion, while research on RPL38 and its disease implications is limited, there is some evidence to suggest that alterations in ribosomal proteins, including RPL38, may be involved in the development of certain cancers. However, there are currently no drugs specifically targeting RPL38, and drugs that indirectly affect ribosomal protein synthesis may be used to treat certain diseases.",GO:0034463 90S preribosome assembly;GO:0042256 cytosolic ribosome assembly;GO:0048318 axial mesoderm development,,Predicted intracellular proteins; Ribosomal proteins,Cytosol;Endoplasmic reticulum (Supported),,,
